Company,Country,Date,Months,Time,Rocket,Mission,Rocket Status,Price,Mission Status,
Arianespace,France,6/26/2010,June,9:41:00 PM,Ariane 5 ECA,"Arabsat-5A, COMS-1",Active,"$20,245,152.00 ",Success,
ISRO,India,7/12/2010,June,3:52:00 AM,PSLV-CA,Cartosat-2B & Rideshares,Active,"$12,147,512.00 ",Success,
Arianespace,France,8/4/2010,June,8:45:00 PM,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",Active,"$12,010,910.00 ",Success,
ULA,USA,8/14/2010,June,11:07:00 AM,Atlas V 531,AEHF-1,Active,"$15,786,382.00 ",Success,
VKS RF,Russia,9/8/2010,July,3:30:00 AM,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Retired,"$17,013,820.00 ",Success,
ULA,USA,9/21/2010,August,4:03:00 AM,Atlas V 501,NROL-41,Retired,"$42,466,260.00 ",Success,
Northrop,USA,9/26/2010,August,4:41:00 AM,Minotaur IV,SBSS,Active,"$14,020,935.00 ",Success,
VKS RF,Russia,9/30/2010,September,5:01:00 PM,Molniya-M /Block 2BL,Cosmos 2469,Retired,"$18,581,067.00 ",Success,
Arianespace,France,10/28/2010,September,11:51:00 PM,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",Active,"$34,977,960.00 ",Success,
ULA,USA,11/6/2010,September,2:20:00 AM,Delta II 7420-10C,COSMO-4,Retired,"$23,945,722.00 ",Success,
Northrop,USA,11/20/2010,September,1:25:00 AM,Minotaur IV,STP-S26,Active,"$32,058,103.00 ",Success,
ULA,USA,11/21/2010,October,10:58:00 PM,Delta IV Heavy,NROL-32,Active,"$41,033,259.00 ",Success,
Arianespace,France,11/26/2010,November,6:39:00 PM,Ariane 5 ECA,"Intelsat 17, HYLAS-1",Active,"$39,934,187.00 ",Success,
SpaceX,USA,12/8/2010,November,3:43:00 PM,Falcon 9 v1.0,COTS-1,Retired,"$24,766,631.00 ",Success,
ISRO,India,12/25/2010,November,10:34:00 AM,GSLV Mk I,GSAT-5P,Retired,"$10,320,255.00 ",Failure,
Arianespace,France,12/29/2010,November,9:27:00 PM,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",Active,"$20,334,733.00 ",Success,
Roscosmos,Kazakhstan,1/20/2011,December,12:29:00 PM,Zenit-3 SLBF,Elektro-L n†­1,Retired,"$18,767,495.00 ",Success,
ULA,USA,1/20/2011,December,9:10:00 PM,Delta IV Heavy,NROL-49,Active,"$39,637,982.00 ",Success,
MHI, Japan,1/22/2011,December,5:37:00 AM,H-IIB,HTV-2,Retired,"$35,353,121.00 ",Success,
VKS RF,Russia,2/1/2011,January,2:00:00 PM,Rokot/Briz KM,Cosmos 2470,Retired,"$32,781,810.00 ",Partial Failure,
Northrop,USA,2/6/2011,January,12:26:00 PM,Minotaur I,NROL-66,Active,"$22,056,564.00 ",Success,
Arianespace,France,2/15/2011,January,10:13:00 PM,Ariane 5 ES,Johannes Kepler ATV,Retired,"$11,357,745.00 ",Success,
NASA,USA,2/24/2011,February,9:53:00 PM,Space Shuttle Discovery,STS-133,Retired,"$18,703,182.00 ",Success,
Northrop,USA,3/4/2011,February,10:09:00 AM,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",Active,"$16,004,360.00 ",Failure,
ULA,USA,3/5/2011,February,10:46:00 PM,Atlas V 501,OTV-2,Retired,"$36,552,872.00 ",Success,
ULA,USA,3/11/2011,February,10:38:00 PM,"Delta IV Medium+ (4,2)",NROL-27,Retired,"$37,298,283.00 ",Success,
ULA,USA,4/15/2011,March,4:24:00 AM,Atlas V 411,NROL-34,Retired,"$24,310,752.00 ",Success,
ISRO,India,4/20/2011,March,4:42:00 AM,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,Retired,"$35,962,434.00 ",Success,
Arianespace,France,4/22/2011,March,9:37:00 PM,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",Active,"$18,477,529.00 ",Success,
ULA,USA,5/7/2011,April,6:10:00 PM,Atlas V 401,SBIRS GEO-1,Active,"$32,045,526.00 ",Success,
NASA,USA,5/16/2011,April,12:56:00 PM,Space Shuttle Endeavour,STS-134,Retired,"$16,579,025.00 ",Success,
Arianespace,France,5/20/2011,April,8:38:00 PM,Ariane 5 ECA,"ST-2, GSAT-8",Active,"$33,759,760.00 ",Success,
ULA,USA,6/10/2011,May,2:20:00 PM,Delta II 7320-10C,SAC-D,Retired,"$38,718,369.00 ",Success,
ISA,Iran,6/15/2011,May,,Safir-1A,Rasad 1,Retired,"$14,118,041.00 ",Success,
Northrop,USA,6/30/2011,May,3:09:00 AM,Minotaur I,ORS-1,Active,"$18,809,614.00 ",Success,
NASA,USA,7/8/2011,June,3:29:00 PM,Space Shuttle Atlantis,STS-135,Retired,"$23,093,803.00 ",Success,
ISRO,India,7/15/2011,June,11:18:00 AM,PSLV-XL,GSAT-12,Active,"$22,026,153.00 ",Success,
ULA,USA,7/16/2011,June,6:41:00 AM,"Delta IV Medium+ (4,2)",GPS IIF-2,Retired,"$14,954,369.00 ",Success,
Roscosmos,Kazakhstan,7/18/2011,July,2:31:00 AM,Zenit-3 SLBF,Spektr-R,Retired,"$27,083,650.00 ",Success,
ULA,USA,8/5/2011,July,4:25:00 PM,Atlas V 551,Juno,Active,"$39,267,468.00 ",Success,
Arianespace,France,8/6/2011,July,10:52:00 PM,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",Active,"$18,977,463.00 ",Success,
Kosmotras,Russia,8/17/2011,July,7:12:00 AM,Dnepr,Sich 2 & Others,Retired,"$37,062,285.00 ",Success,
ULA,USA,9/10/2011,August,1:08:00 PM,Delta II 7920H-10C,GRAIL,Retired,"$32,237,889.00 ",Success,
MHI, Japan,9/11/2011,August,11:17:00 AM,H-IIA 202,Michibiki 1,Active,"$10,202,429.00 ",Success,
Arianespace,France,9/21/2011,August,9:38:00 PM,Ariane 5 ECA,"Arabsat-5C, SES-2",Active,"$22,173,852.00 ",Success,
MHI, Japan,9/23/2011,September,4:36:00 AM,H-IIA 202,IGS-Optical 4,Active,"$22,192,996.00 ",Success,
Sea Launch,Pacific Ocean,9/24/2011,September,8:17:00 PM,Zenit-3 SL,Atlantic Bird 7,Retired,"$45,006,924.00 ",Success,
Northrop,USA,9/27/2011,September,3:49:00 PM,Minotaur IV,TacSat-4,Active,"$20,128,868.00 ",Success,
CASC,China,9/29/2011,September,9:16:00 PM,Long March 2F/T,Tiangong-1,Active,"$35,411,971.00 ",Success,
Land Launch,Kazakhstan,10/5/2011,September,9:00:00 PM,Zenit-3 SLB,Intelsat 18,Retired,"$10,083,168.00 ",Success,
ISRO,India,10/12/2011,September,5:31:00 AM,PSLV-CA,Megha-Tropiques & Rideshares,Active,"$32,907,788.00 ",Success,
Arianespace,France,10/21/2011,September,7:30:00 AM,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,"$34,762,038.00 ",Success,
ULA,USA,10/28/2011,October,9:48:00 AM,Delta II 7920-10C,Suomi NPP / ELaNa III,Retired,"$23,570,366.00 ",Success,
CASC,China,10/31/2011,October,9:58:00 PM,Long March 2F/G,Shenzhou 8,Active,"$24,783,152.00 ",Success,
Roscosmos,Kazakhstan,11/8/2011,October,8:16:00 PM,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,Retired,"$34,548,135.00 ",Success,
ULA,USA,11/26/2011,October,3:02:00 PM,Atlas V 541,Mars Science Laboratory,Active,"$18,798,708.00 ",Success,
MHI, Japan,12/12/2011,October,1:21:00 AM,H-IIA 202,IGS-Radar 3,Active,"$17,270,677.00 ",Success,
Arianespace,France,12/17/2011,November,2:03:00 AM,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,"$20,856,912.00 ",Success,
ULA,USA,1/20/2012,November,12:38:00 AM,"Delta IV Medium+ (5,4)",WGS-4,Retired,"$34,236,218.00 ",Success,
ISA,Iran,2/3/2012,December,,Safir-1B,Navid,Retired,"$20,075,635.00 ",Success,
ESA,France,2/13/2012,December,10:00:00 AM,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,"$11,873,991.00 ",Success,
ULA,USA,2/24/2012,January,10:15:00 PM,Atlas V 551,MUOS-1,Active,"$34,017,945.00 ",Success,
Arianespace,France,3/23/2012,February,4:34:00 AM,Ariane 5 ES,Edoardo Amaldi ATV,Retired,"$23,472,170.00 ",Success,
ULA,USA,4/3/2012,February,11:12:00 PM,"Delta IV Medium+ (5,2)",NROL-25,Retired,"$13,198,232.00 ",Success,
KCST,Korea,4/12/2012,February,10:38:00 PM,Unha-3,Kwangmyngsng-3,Active,"$41,340,607.00 ",Failure,
ISRO,India,4/26/2012,March,12:17:00 AM,PSLV-XL,RISAT-1,Active,"$27,491,575.00 ",Success,
ISRO,India,4/26/2012,April,,PSLV-XL,PSLV- C19 RISAT-1,Active,"$35,376,514.00 ",Success,
ULA,USA,5/4/2012,April,6:42:00 PM,Atlas V 531,AEHF-2,Active,"$36,353,378.00 ",Success,
Arianespace,France,5/15/2012,April,10:13:00 PM,Ariane 5 ECA,"JCSAT-13, Vinasat-2",Active,"$26,524,608.00 ",Success,
MHI, Japan,5/17/2012,April,4:39:00 PM,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",Active,"$30,901,884.00 ",Success,
SpaceX,USA,5/22/2012,May,7:44:00 AM,Falcon 9 v1.0,COTS-2+,Retired,"$36,253,147.00 ",Success,
ISA,Iran,5/23/2012,May,,Safir-1B+,Unknown Payload,Active,"$34,487,063.00 ",Failure,
Sea Launch,Pacific Ocean,6/1/2012,May,5:22:00 AM,Zenit-3 SL,Intelsat-19,Retired,"$43,869,986.00 ",Success,
Northrop,USA,6/13/2012,May,4:00:00 PM,Pegasus XL,NuSTAR,Active,"$23,561,433.00 ",Success,
CASC,China,6/16/2012,May,10:37:00 AM,Long March 2F/G,Shenzhou 9,Active,"$42,503,910.00 ",Success,
ULA,USA,6/20/2012,June,12:28:00 PM,Atlas V 401,NROL-38,Active,"$34,251,817.00 ",Success,
ULA,USA,6/29/2012,June,1:15:00 PM,Delta IV Heavy,NROL-15,Active,"$33,598,633.00 ",Success,
Arianespace,France,7/5/2012,June,9:36:00 PM,Ariane 5 ECA,"EchoStar XVII, MSG-3",Active,"$30,412,206.00 ",Success,
MHI, Japan,7/21/2012,June,2:06:00 AM,H-IIB,HTV-3,Retired,"$23,990,300.00 ",Success,
VKS RF,Russia,7/28/2012,June,1:35:00 AM,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,"$43,589,964.00 ",Success,
Arianespace,France,8/2/2012,July,8:54:00 PM,Ariane 5 ECA,"Intelsat 20, HYLAS 2",Active,"$11,507,828.00 ",Success,
Sea Launch,Pacific Ocean,8/19/2012,July,6:54:00 AM,Zenit-3 SL,Intelsat-21,Retired,"$31,053,126.00 ",Success,
ULA,USA,8/30/2012,July,8:05:00 AM,Atlas V 401,Van Allen Probes (RBSP),Active,"$45,463,258.00 ",Success,
ISRO,India,9/9/2012,August,4:23:00 AM,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,"$36,855,558.00 ",Success,
ULA,USA,9/13/2012,August,9:39:00 PM,Atlas V 401,NROL-36,Active,"$33,221,839.00 ",Success,
ISA,Iran,9/22/2012,August,,Safir-1B+,Unknown Payload,Active,"$23,107,934.00 ",Failure,
Arianespace,France,9/28/2012,September,9:18:00 PM,Ariane 5 ECA,"Astra 2F, GSAT-10",Active,"$14,604,522.00 ",Success,
ULA,USA,10/4/2012,September,12:10:00 PM,"Delta IV Medium+ (4,2)",GPS IIF-3,Retired,"$33,786,152.00 ",Success,
SpaceX,USA,10/8/2012,September,12:35:00 AM,Falcon 9 v1.0,CRS-1,Retired,"$37,265,640.00 ",Partial Failure,
Arianespace,France,10/12/2012,September,3:15:00 PM,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,"$45,290,599.00 ",Success,
Arianespace,France,11/10/2012,October,9:05:00 PM,Ariane 5 ECA,"Eutelsat 21B, Star One C3",Active,"$11,781,686.00 ",Success,
Arianespace,France,12/2/2012,October,2:02:00 AM,Soyuz ST-A/Fregat,Pl??iades 1B,Active,"$19,664,010.00 ",Success,
Sea Launch,Pacific Ocean,12/3/2012,October,8:43:00 PM,Zenit-3 SL,Eutelsat-70B,Retired,"$15,574,850.00 ",Success,
ULA,USA,12/11/2012,November,6:03:00 PM,Atlas V 501,OTV-3,Retired,"$26,964,897.00 ",Success,
KCST,Korea,12/12/2012,December,12:49:00 AM,Unha-3,Kwangmyngsng-3 (Unit 2),Active,"$10,723,881.00 ",Success,
Arianespace,France,12/19/2012,December,9:49:00 PM,Ariane 5 ECA,"Skynet 5D, Mexsat-3",Active,"$21,370,146.00 ",Success,
VKS RF,Russia,1/15/2013,December,4:24:00 PM,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,"$42,087,050.00 ",Partial Failure,
MHI, Japan,1/27/2013,December,4:40:00 AM,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,"$21,644,064.00 ",Success,
KARI,Korea,1/30/2013,December,7:00:00 AM,Naro-1,STSAT-2C,Retired,"$15,056,007.00 ",Success,
ULA,USA,1/31/2013,January,1:48:00 AM,Atlas V 401,TDRS-K,Active,"$40,958,332.00 ",Success,
Sea Launch,Pacific Ocean,2/1/2013,January,6:55:00 AM,Zenit-3 SL,Intelsat-27,Retired,"$14,653,897.00 ",Failure,
Arianespace,France,2/7/2013,January,9:36:00 PM,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",Active,"$35,948,143.00 ",Success,
ULA,USA,2/11/2013,January,6:02:00 PM,Atlas V 401,Landsat 8,Active,"$24,316,238.00 ",Success,
ISRO,India,2/25/2013,February,12:31:00 PM,PSLV-CA,SARAL & Rideshares,Active,"$40,051,014.00 ",Success,
SpaceX,USA,3/1/2013,February,3:10:00 PM,Falcon 9 v1.0,CRS-2,Retired,"$35,347,316.00 ",Success,
ULA,USA,3/19/2013,February,9:21:00 PM,Atlas V 401,SBIRS GEO-2,Active,"$44,280,622.00 ",Success,
Northrop,USA,4/21/2013,February,9:00:00 PM,Antares 110,Antares A-ONE,Retired,"$30,831,971.00 ",Success,
Arianespace,France,5/7/2013,March,2:06:00 AM,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",Active,"$22,740,045.00 ",Success,
ULA,USA,5/15/2013,March,9:38:00 PM,Atlas V 401,GPS IIF-4,Active,"$38,232,665.00 ",Success,
ULA,USA,5/25/2013,April,12:27:00 AM,"Delta IV Medium+ (5,4)",WGS-5,Retired,"$42,609,373.00 ",Success,
Arianespace,France,6/5/2013,May,9:52:00 PM,Ariane 5 ES,Albert Einstein ATV,Retired,"$35,742,232.00 ",Success,
CASC,China,6/11/2013,May,9:38:00 AM,Long March 2F/G,Shenzhou 10,Active,"$25,775,818.00 ",Success,
Arianespace,France,6/25/2013,May,7:27:00 PM,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,"$28,044,700.00 ",Success,
VKS RF,Kazakhstan,6/27/2013,June,4:53:00 PM,Strela,Cosmos 2487,Retired,"$26,596,391.00 ",Success,
Northrop,USA,6/28/2013,June,2:27:00 AM,Pegasus XL,IRIS,Active,"$29,608,559.00 ",Success,
ISRO,India,7/1/2013,June,6:11:00 PM,PSLV-XL,IRNSS-1A,Active,"$16,352,238.00 ",Success,
VKS RF,Kazakhstan,7/2/2013,June,2:38:00 AM,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",Active,"$31,449,969.00 ",Failure,
ULA,USA,7/19/2013,June,1:00:00 PM,Atlas V 551,MUOS-2,Active,"$39,301,522.00 ",Success,
Arianespace,France,7/25/2013,July,7:54:00 PM,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",Active,"$20,911,728.00 ",Success,
MHI, Japan,8/3/2013,July,7:48:00 PM,H-IIB,HTV-4,Retired,"$18,617,688.00 ",Success,
ULA,USA,8/8/2013,July,12:29:00 AM,"Delta IV Medium+ (5,4)",WGS-6,Retired,"$33,701,685.00 ",Success,
Kosmotras,Russia,8/22/2013,July,2:39:00 PM,Dnepr,KompSat-5,Retired,"$10,447,617.00 ",Success,
ULA,USA,8/28/2013,August,6:03:00 PM,Delta IV Heavy,NROL-65,Active,"$22,678,179.00 ",Success,
Arianespace,France,8/29/2013,August,8:30:00 PM,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",Active,"$43,046,383.00 ",Success,
Land Launch,Kazakhstan,8/31/2013,August,8:05:00 PM,Zenit-3 SLB,AMOS 4,Retired,"$31,508,137.00 ",Success,
Northrop,USA,9/7/2013,August,3:27:00 AM,Minotaur V,LADEE,Active,"$17,683,061.00 ",Success,
VKS RF,Russia,9/11/2013,August,11:23:00 PM,Rokot/Briz KM,"Goniets-M 14, 16 and 17",Retired,"$18,775,759.00 ",Success,
Northrop,USA,9/13/2013,August,2:58:00 PM,Antares 110,CRS Orb-D1,Retired,"$13,048,909.00 ",Success,
JAXA, Japan,9/14/2013,September,5:00:00 AM,Epsilon Demo,SPRINT-A,Retired,"$16,991,992.00 ",Success,
ULA,USA,9/18/2013,September,8:10:00 AM,Atlas V 531,AEHF-3,Active,"$39,009,116.00 ",Success,
CASIC,China,9/25/2013,September,4:37:00 AM,Kuaizhou 1,Kuaizhou 1,Retired,"$12,240,894.00 ",Success,
SpaceX,USA,9/29/2013,September,4:00:00 PM,Falcon 9 v1.1,CASSIOPE,Retired,"$43,907,296.00 ",Success,
ISRO,India,11/5/2013,September,9:08:00 AM,PSLV-XL,Mars Orbiter Mission,Active,"$28,696,787.00 ",Success,
ULA,USA,11/18/2013,September,6:28:00 PM,Atlas V 401,MAVEN,Active,"$30,581,287.00 ",Success,
Northrop,USA,11/20/2013,September,1:15:00 AM,Minotaur I,ORS-3,Active,"$41,850,139.00 ",Success,
Kosmotras,Russia,11/21/2013,November,7:10:00 AM,Dnepr,DubaiSat 2 & Others,Retired,"$29,764,322.00 ",Success,
VKS RF,Russia,11/22/2013,November,12:02:00 PM,Rokot/Briz KM,SWARM,Retired,"$15,583,373.00 ",Success,
SpaceX,USA,12/3/2013,November,10:41:00 PM,Falcon 9 v1.1,SES-8,Retired,"$18,503,501.00 ",Success,
ULA,USA,12/6/2013,November,7:14:00 AM,Atlas V 501,NROL-39,Retired,"$25,909,130.00 ",Success,
Arianespace,France,12/19/2013,November,9:12:00 AM,Soyuz ST-B/Fregat-MT,Gaia,Active,"$24,951,695.00 ",Success,
VKS RF,Russia,12/25/2013,December,12:31:00 AM,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,"$41,923,527.00 ",Success,
VKS RF,Russia,12/28/2013,December,12:30:00 PM,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,Active,"$37,192,437.00 ",Success,
ISRO,India,1/5/2014,December,10:48:00 AM,GSLV Mk II,GSAT-14,Active,"$42,266,258.00 ",Success,
SpaceX,USA,1/6/2014,December,10:06:00 PM,Falcon 9 v1.1,Thaicom 6,Retired,"$45,320,272.00 ",Success,
Northrop,USA,1/9/2014,December,6:07:00 PM,Antares 120,CRS Orb-1,Retired,"$20,157,767.00 ",Success,
ULA,USA,1/24/2014,January,2:33:00 AM,Atlas V 401,TDRS-L,Active,"$37,619,204.00 ",Success,
Arianespace,France,2/6/2014,January,9:30:00 PM,Ariane 5 ECA,"ABS-2, Athena-Fidus",Active,"$15,579,588.00 ",Success,
ULA,USA,2/21/2014,January,1:59:00 AM,"Delta IV Medium+ (4,2)",GPS IIF-5,Retired,"$37,908,487.00 ",Success,
MHI, Japan,2/27/2014,January,6:37:00 PM,H-IIA 202,GPM-Core & Others,Active,"$28,842,794.00 ",Success,
Arianespace,France,3/22/2014,February,10:04:00 PM,Ariane 5 ECA,"Astra 5B, Amazonas 4A",Active,"$45,797,478.00 ",Success,
ULA,USA,4/3/2014,February,2:46:00 PM,Atlas V 401,DMSP-5D3 F19,Active,"$21,384,188.00 ",Success,
Arianespace,France,4/3/2014,February,9:02:00 PM,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,"$37,977,083.00 ",Success,
ISRO,India,4/4/2014,March,11:44:00 AM,PSLV-XL,IRNSS-1B,Active,"$24,202,770.00 ",Success,
IAI,Israel,4/9/2014,April,,Shavit-2,Ofek-10,Active,"$13,966,351.00 ",Success,
ULA,USA,4/10/2014,April,5:45:00 PM,Atlas V 541,NROL-67,Active,"$23,233,311.00 ",Success,
SpaceX,USA,4/18/2014,April,7:25:00 PM,Falcon 9 v1.1,CRS-3,Retired,"$37,963,357.00 ",Success,
Arianespace,France,4/30/2014,April,1:35:00 AM,Vega,KazEOSat-1,Active,"$43,999,302.00 ",Success,
ULA,USA,5/17/2014,April,12:03:00 AM,"Delta IV Medium+ (4,2)",GPS IIF-6,Retired,"$24,763,752.00 ",Success,
ULA,USA,5/22/2014,April,1:09:00 PM,Atlas V 401,NROL-33,Active,"$20,598,812.00 ",Success,
VKS RF,Russia,5/23/2014,April,5:27:00 AM,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,"$24,734,285.00 ",Success,
MHI, Japan,5/24/2014,May,3:05:00 AM,H-IIA 202,"Daichi 2, SPROUT & Others",Active,"$27,991,917.00 ",Success,
Sea Launch,Pacific Ocean,5/24/2014,May,9:09:00 PM,Zenit-3 SL,Eutelsat-3B,Retired,"$30,271,308.00 ",Success,
Kosmotras,Russia,6/19/2014,May,7:11:00 PM,Dnepr,Deimos 2,Retired,"$10,481,564.00 ",Success,
ISRO,India,6/30/2014,May,4:22:00 AM,PSLV-CA,SPOT-7 & Rideshares,Active,"$17,789,126.00 ",Success,
ULA,USA,7/2/2014,May,9:56:00 AM,Delta II 7320-10C,OCO-2,Retired,"$32,117,530.00 ",Success,
VKS RF,Russia,7/3/2014,June,12:43:00 PM,Rokot/Briz KM,Goniets-M 18 to 20,Retired,"$21,376,799.00 ",Success,
VKS RF,Russia,7/9/2014,June,12:00:00 PM,Angara 1.2,Demo Flight,Active,"$32,714,915.00 ",Success,
Arianespace,France,7/10/2014,July,6:55:00 PM,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,"$26,292,176.00 ",Success,
Northrop,USA,7/13/2014,July,4:52:00 PM,Antares 120,CRS Orb-2,Retired,"$29,604,006.00 ",Success,
SpaceX,USA,7/14/2014,July,3:15:00 PM,Falcon 9 v1.1,OG2 Mission 1,Retired,"$27,883,240.00 ",Success,
ULA,USA,7/28/2014,July,11:28:00 PM,"Delta IV Medium+ (4,2)",AFSPC-4,Retired,"$10,503,343.00 ",Success,
Arianespace,France,7/29/2014,July,11:47:00 PM,Ariane 5 ES,Georges Lema??tre ATV,Retired,"$10,980,269.00 ",Success,
ULA,USA,8/2/2014,July,3:23:00 AM,Atlas V 401,GPS IIF-7,Active,"$37,884,908.00 ",Success,
SpaceX,USA,8/5/2014,July,8:00:00 AM,Falcon 9 v1.1,AsiaSat 8,Retired,"$24,767,786.00 ",Success,
ULA,USA,8/13/2014,July,6:30:00 PM,Atlas V 401,WorldView 3,Active,"$24,511,256.00 ",Success,
Arianespace,France,8/22/2014,August,12:27:00 PM,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,"$20,346,430.00 ",Partial Failure,
SpaceX,USA,9/7/2014,August,5:00:00 AM,Falcon 9 v1.1,AsiaSat 6,Retired,"$23,095,417.00 ",Success,
Arianespace,France,9/11/2014,August,10:05:00 PM,Ariane 5 ECA,"MEASAT 3b, Optus 10",Active,"$18,692,769.00 ",Success,
ULA,USA,9/17/2014,August,12:10:00 AM,Atlas V 401,CLIO,Active,"$35,946,887.00 ",Success,
SpaceX,USA,9/21/2014,September,5:52:00 AM,Falcon 9 v1.1,CRS-4,Retired,"$34,577,391.00 ",Success,
MHI, Japan,10/7/2014,September,5:16:00 AM,H-IIA 202,Himawari 8,Active,"$35,477,083.00 ",Success,
ISRO,India,10/16/2014,September,8:02:00 PM,PSLV-XL,IRNSS-1C,Active,"$14,473,954.00 ",Success,
Arianespace,France,10/16/2014,September,9:43:00 PM,Ariane 5 ECA,"Intelsat 30, ARSAT-1",Active,"$19,948,778.00 ",Success,
Northrop,USA,10/28/2014,October,10:22:00 PM,Antares 130,CRS Orb-3,Retired,"$12,034,244.00 ",Failure,
ULA,USA,10/29/2014,October,5:21:00 PM,Atlas V 401,GPS IIF-8,Active,"$44,025,365.00 ",Success,
Kosmotras,Russia,11/6/2014,October,7:35:00 AM,Dnepr,Sasuke & Others,Retired,"$21,399,776.00 ",Success,
CASIC,China,11/21/2014,October,6:37:00 AM,Kuaizhou 1,Kuaizhou 2,Retired,"$10,125,420.00 ",Success,
MHI, Japan,12/3/2014,October,4:22:00 AM,H-IIA 202,Hayabusa 2 & Others,Active,"$30,333,969.00 ",Success,
ULA,USA,12/5/2014,November,12:05:00 PM,Delta IV Heavy,EFT-1,Active,"$23,865,586.00 ",Success,
Arianespace,France,12/6/2014,November,8:40:00 PM,Ariane 5 ECA,"DirecTV-14, GSAT-16",Active,"$30,927,050.00 ",Success,
ULA,USA,12/13/2014,December,3:19:00 AM,Atlas V 541,NROL-35,Active,"$20,653,646.00 ",Success,
ISRO,India,12/18/2014,December,4:00:00 AM,GSLV Mk III,Demo Flight (CARE),Active,"$38,501,461.00 ",Success,
Arianespace,France,12/18/2014,December,6:37:00 PM,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,"$40,370,017.00 ",Success,
VKS RF,Kazakhstan,12/19/2014,December,4:43:00 AM,Strela,Kondor-E,Retired,"$42,791,952.00 ",Success,
Khrunichev,Russia,12/23/2014,December,5:57:00 AM,Angara A5/Briz-M,Demo Flight,Active,"$43,436,085.00 ",Success,
SpaceX,USA,1/10/2015,December,9:47:00 AM,Falcon 9 v1.1,CRS-5,Retired,"$16,736,733.00 ",Success,
ULA,USA,1/21/2015,December,1:04:00 AM,Atlas V 551,MUOS-3,Active,"$17,225,182.00 ",Success,
ULA,USA,1/31/2015,December,2:22:00 PM,Delta II 7320-10C,SMAP / ELaNa X,Retired,"$36,031,148.00 ",Success,
MHI, Japan,2/1/2015,January,1:21:00 AM,H-IIA 202,IGS-Radar 5,Active,"$10,197,810.00 ",Success,
ISA,Iran,2/2/2015,January,,Safir-1B+,Fajr,Active,"$15,670,456.00 ",Success,
Arianespace,France,2/11/2015,January,1:40:00 PM,Vega,IXV,Active,"$44,098,129.00 ",Success,
SpaceX,USA,2/11/2015,February,11:03:00 PM,Falcon 9 v1.1,DSCOVR,Retired,"$11,404,433.00 ",Success,
ISA,Iran,2/17/2015,February,,Safir-1B+,Unknown Payload,Active,"$32,866,667.00 ",Failure,
SpaceX,USA,3/2/2015,February,3:50:00 AM,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B,Retired,"$11,744,389.00 ",Success,
ULA,USA,3/13/2015,February,2:44:00 AM,Atlas V 421,MMS,Active,"$43,313,155.00 ",Success,
ULA,USA,3/25/2015,February,6:36:00 PM,"Delta IV Medium+ (4,2)",GPS IIF-9,Retired,"$11,927,701.00 ",Success,
Kosmotras,Russia,3/25/2015,March,10:08:00 PM,Dnepr,KompSat-3A,Retired,"$14,989,693.00 ",Success,
MHI, Japan,3/26/2015,March,1:21:00 AM,H-IIA 202,IGS-Optical 5,Active,"$15,690,413.00 ",Success,
Arianespace,France,3/27/2015,March,9:46:00 PM,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,"$26,043,620.00 ",Success,
ISRO,India,3/28/2015,March,11:49:00 AM,PSLV-XL,IRNSS-1D,Active,"$31,601,142.00 ",Success,
